what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1379877823263
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1379877823294
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1379877823327
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1379877823598
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1379877823753
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1379877823878
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379878021681
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379878022426
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379878022745
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379878030062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379878031354
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379878033129
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1379878062105
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379878070382
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379879139718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379879140039
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379879140762
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1379879143375
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1379879147605
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379879202226
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379882083784
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379882084377
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379885677519
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379885692555
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379885696874
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1379885697617
opened,view,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesView",1379885699053
opened,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1379885699349
activated,perspective,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.GitRepositoryExploring",1379885699365
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1379885699386
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1379885699386
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379885699452
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379885709881
activated,view,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesView",1379885726988
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379885727216
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379885743626
executed,command,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesViewCreateRepository",1379885743630
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1379885747330
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1379885747343
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1379885748673
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379885750830
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1379885752407
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379885754185
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.rename",1379885754191
activated,perspective,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.GitRepositoryExploring",1379885756145
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1379885756173
activated,view,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesView",1379885759833
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379885759968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379885765425
executed,command,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesViewCreateRepository",1379885765431
executed,command,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesViewAddToIndex",1379885789130
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379885796416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379885797778
executed,command,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesViewDelete",1379885797788
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379885806420
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1379885808766
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379885812402
executed,command,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesViewCreateRepository",1379885812407
executed,command,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesViewAddToIndex",1379885831533
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1379885851176
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379885862998
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379885952434
activated,view,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesView",1379885953707
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379885956390
error,log,,,"Clipboard content is neither a directory path nor a valid git URI",1379885956501
